videoID,textDisplay,textOriginal,authorDisplayName,authorChannelId,publishedAt,preprocessed_text
L_y8QEX5uTg,"<i>❝As He sat on the Mount of Olives, the disciples came to Him privately, saying, “Tell us, when will these things be, and what will be the sign of Your coming and of the end of the age?” Jesus answered them, </i><b><i>“Take heed that no one deceives you. For many will come in My name, saying, “I am the Christ,” and will deceive many. You will hear of wars and rumors of wars. See that you are not troubled. For all these things must happen, but the end is not yet. For nation will rise against nation, and kingdom against kingdom. There will be famines, epidemics, and earthquakes in various places. All these are the beginning of sorrows. Then they will hand you over to be persecuted and will kill you. And you will be hated by all nations for My name’s sake. Then many will fall away, and betray one another, and hate one another. And many false prophets will rise and will deceive many. Because iniquity will abound, the love of many will grow cold. But he who endures to the end shall be saved. And this gospel of the kingdom will be preached throughout the world as a testimony to all nations, and then the end will come.”❞</i></b><i> Matthew 24:3‭-14 MEV</i><br>(OBS: In the age of technology, the good news of the kingdom can reach the whole world.)<br><br><b><i>❝There will be signs in the sun and the moon and the stars; and on the earth distress of nations, with perplexity, the sea and the waves roaring; men fainting from fear and expectation of what is coming on the inhabited earth. For the powers of heaven will be shaken.❞</i></b><i> Luke 21:25-26 MEV</i><br>(OBS: In the age of technology, men know what is happening on the inhabited earth, no longer are they limited by local information.)<br><b><i>❝Immediately after the tribulation of those days, the sun will be darkened, the moon will not give its light; the stars will fall from heaven, and the powers of the heavens will be shaken. Then the sign of the Son of Man will appear in heaven, and then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of heaven with power and great glory. And He will send His angels with a great sound of a trumpet, and they shall gather His elect from the four winds, from one end of the heavens to the other.❞</i></b><i> Matthew 24:29‭-31 MEV</i><br>(OBS: This is the sixth seal of the book of Revelation, pay much attention here, because the signs of the sixth seal &gt;match&lt; the signs of Matthew 24:29-30, the sixth seal is when the rapture happens; before the great tribulation, before the seven trumpets, and it is confirmed by Revelation 12.)<br><b><i>❝When these things begin to happen, look up and lift up your heads, for your redemption is drawing near.❞</i></b><i> Luke 21:28 MEV</i><br><br><b><i>❝Because you have kept My word of patience, I also will keep you from the hour of temptation which shall come upon the entire world, to test those who dwell on the earth.❞</i></b><i> Revelation 3:10 MEV</i><br>(OBS: Rapture before the time of temptation, which will be the government of the antichrist during the great tribulation.)<br><br><b><i>❝For as in the days before the flood, they were eating and drinking, marrying and giving in marriage, until the day Noah entered the ark, and did not know until the flood came and took them all away, so will be the coming of the Son of Man.❞</i></b><i> Matthew 24:38‭-‬39 MEV</i><br>(OBS: People will not be eating and drinking and marrying during the great tribulation, therefore, rapture will happen before the great tribulation, when people are still distracted.)<br><br><i>❝When they say, “Peace and safety!” then sudden destruction will come upon them as labor upon a woman with child, and they shall not escape.❞ 1 Thessalonians 5:3 MEV</i><br>(OBS: Peace and safety has to do with the middle east, when the antichrist makes a false peace, sudden destruction will happen and rapture will be around the corner. Birth pains are prophetically associated with rapture, read Revelation 12.)<br><br><i>❝For the mystery of lawlessness is already working. Only He who is now restraining him will do so until He is taken out of the way. Then the lawless one will be revealed, whom the Lord will consume with the breath of His mouth, and destroy with the brightness of His presence❞ 2 Thessalonians 2:7 MEV</i><br>(OBS: Who is restraining the antichrist from revealing himself? Who is stopping the antichrist from rising? The adopted sons of God; the Holy Spirit in them, to be precise! When the elect are raptured, the antichrist will be free to take over. Rapture will trigger the great tribulation and the government of the antichrist.)<br><br><b><i>❝Two will be in the field; one will be taken, and the other left. Two women will be grinding at the mill; one will be taken, and the other left.❞</i></b><i> Matthew 24:40‭-41 MEV</i><br>(OBS: Rapture.)<br><br><i>❝Know this first, that there shall come scoffers in the last days who walk after their own lusts, and say, “Where is the promise of His coming? For since the fathers fell asleep, all things have continued as they were since the beginning of the creation.”❞ 2 Peter 3:3‭-4 MEV</i><br>(OBS: Apostasy of the last days, when more and more men are denying God and going after their own sinful desires.)<br><br><i>❝But the day of the Lord will come like a thief in the night, in which the heavens will pass away with a loud noise, and the elements will be destroyed with intense heat. The earth also and the works that are in it will be burned up.❞ 2 Peter 3:10 MEV</i><br>(OBS: The destructions that will happen near the rapture, just as the days of Sodom and Gomorrah; the righteous is rescued and the judgements are poured upon the wicked, and “like a thief in the night” means it will happen when the world does not expect, “heavens will pass away” means the sky will vanish as a scroll that is being rolled up, which is mentioned in Revelation 6:14 and Isaiah 34:4.)<br><br><i>❝He causes all, both small and great, both rich and poor, both free and slave, to receive a mark on their right hand or on their forehead, so that no one may buy or sell, except he who has the mark or the name of the beast or the number of his name.❞ Revelation 13:16‭-17 MEV</i><br>(OBS: In the last days, no one will be able to buy or sell without a mark from the government/beast of the antichrist, which will take place during the great tribulation, which is at the door.)<br><br><i>❝The fourth angel poured out his bowl on the sun, and power was given to him to scorch men with fire.❞ Revelation 16:8 MEV</i><br><i>❝They shall neither hunger any more, nor shall they thirst any more; the sun shall not strike them, nor any scorching heat❞ Revelation 7:16 MEV</i><br>(OBS: In the last days it will get hotter and hotter, but those who are redeemned and saved by the Lord will be delivered from this plague. The hot climate is an inevitable plague from God to judge the world, one of many, and it is not caused by mankind&#39;s pollution as satan wants everyone to believe.)<br><br><i>❝And I will give power to my two witnesses, and they will prophesy for one thousand two hundred and sixty days, clothed in sackcloth.❞ Revelation 11:3 MEV</i><br><i>❝When they have finished their testimony, the beast that ascends from the bottomless pit will wage war against them and overcome them and kill them.❞ Revelation 11:7 MEV</i><br><i>❝Those from every people and tribe and tongue and nation will see their dead bodies for three and a half days, and will not allow their dead bodies to be put in graves.❞ Revelation 11:9 MEV</i><br>(OBS: People all over the world will be able to see, this could only happen in the age of technology.)<br><br><i>❝But you, Daniel, shut up the words and seal the book until the time of the end. Many shall run to and fro, and knowledge shall increase.❞ Daniel 12:4 MEV</i><br>(OBS: In the last days, many people travel to many places and knowledge is increased.)<br><br><b><i>❝For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish, but have eternal life.❞</i></b><i> John 3:16 MEV</i><br><br>Behold, the LORD of lords is coming soon! Repent now of all your sins — turn from all sins — and abide in the only Savior and LORD Jesus the Christ (Yeshua, the Messiah) with all your heart: He who died on a cross for the sins of the world, rose from the dead on the third day, and by His blood, if you repent and believe, you will have full redemption of sins, and you will be saved from damnation and receive eternal life. Call on the Name of the LORD, because the kingdom of heaven is at hand!","_❝As He sat on the Mount of Olives, the disciples came to Him privately, saying, “Tell us, when will these things be, and what will be the sign of Your coming and of the end of the age?” Jesus answered them, _*_“Take heed that no one deceives you. For many will come in My name, saying, “I am the Christ,” and will deceive many. You will hear of wars and rumors of wars. See that you are not troubled. For all these things must happen, but the end is not yet. For nation will rise against nation, and kingdom against kingdom. There will be famines, epidemics, and earthquakes in various places. All these are the beginning of sorrows. Then they will hand you over to be persecuted and will kill you. And you will be hated by all nations for My name’s sake. Then many will fall away, and betray one another, and hate one another. And many false prophets will rise and will deceive many. Because iniquity will abound, the love of many will grow cold. But he who endures to the end shall be saved. And this gospel of the kingdom will be preached throughout the world as a testimony to all nations, and then the end will come.”❞_*_ Matthew 24:3‭-14 MEV_
(OBS: In the age of technology, the good news of the kingdom can reach the whole world.)

*_❝There will be signs in the sun and the moon and the stars; and on the earth distress of nations, with perplexity, the sea and the waves roaring; men fainting from fear and expectation of what is coming on the inhabited earth. For the powers of heaven will be shaken.❞_*_ Luke 21:25-26 MEV_
(OBS: In the age of technology, men know what is happening on the inhabited earth, no longer are they limited by local information.)
*_❝Immediately after the tribulation of those days, the sun will be darkened, the moon will not give its light; the stars will fall from heaven, and the powers of the heavens will be shaken. Then the sign of the Son of Man will appear in heaven, and then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of heaven with power and great glory. And He will send His angels with a great sound of a trumpet, and they shall gather His elect from the four winds, from one end of the heavens to the other.❞_*_ Matthew 24:29‭-31 MEV_
(OBS: This is the sixth seal of the book of Revelation, pay much attention here, because the signs of the sixth seal >match< the signs of Matthew 24:29-30, the sixth seal is when the rapture happens; before the great tribulation, before the seven trumpets, and it is confirmed by Revelation 12.)
*_❝When these things begin to happen, look up and lift up your heads, for your redemption is drawing near.❞_*_ Luke 21:28 MEV_

*_❝Because you have kept My word of patience, I also will keep you from the hour of temptation which shall come upon the entire world, to test those who dwell on the earth.❞_*_ Revelation 3:10 MEV_
(OBS: Rapture before the time of temptation, which will be the government of the antichrist during the great tribulation.)

*_❝For as in the days before the flood, they were eating and drinking, marrying and giving in marriage, until the day Noah entered the ark, and did not know until the flood came and took them all away, so will be the coming of the Son of Man.❞_*_ Matthew 24:38‭-‬39 MEV_
(OBS: People will not be eating and drinking and marrying during the great tribulation, therefore, rapture will happen before the great tribulation, when people are still distracted.)

_❝When they say, “Peace and safety!” then sudden destruction will come upon them as labor upon a woman with child, and they shall not escape.❞ 1 Thessalonians 5:3 MEV_
(OBS: Peace and safety has to do with the middle east, when the antichrist makes a false peace, sudden destruction will happen and rapture will be around the corner. Birth pains are prophetically associated with rapture, read Revelation 12.)

_❝For the mystery of lawlessness is already working. Only He who is now restraining him will do so until He is taken out of the way. Then the lawless one will be revealed, whom the Lord will consume with the breath of His mouth, and destroy with the brightness of His presence❞ 2 Thessalonians 2:7 MEV_
(OBS: Who is restraining the antichrist from revealing himself? Who is stopping the antichrist from rising? The adopted sons of God; the Holy Spirit in them, to be precise! When the elect are raptured, the antichrist will be free to take over. Rapture will trigger the great tribulation and the government of the antichrist.)

*_❝Two will be in the field; one will be taken, and the other left. Two women will be grinding at the mill; one will be taken, and the other left.❞_*_ Matthew 24:40‭-41 MEV_
(OBS: Rapture.)

_❝Know this first, that there shall come scoffers in the last days who walk after their own lusts, and say, “Where is the promise of His coming? For since the fathers fell asleep, all things have continued as they were since the beginning of the creation.”❞ 2 Peter 3:3‭-4 MEV_
(OBS: Apostasy of the last days, when more and more men are denying God and going after their own sinful desires.)

_❝But the day of the Lord will come like a thief in the night, in which the heavens will pass away with a loud noise, and the elements will be destroyed with intense heat. The earth also and the works that are in it will be burned up.❞ 2 Peter 3:10 MEV_
(OBS: The destructions that will happen near the rapture, just as the days of Sodom and Gomorrah; the righteous is rescued and the judgements are poured upon the wicked, and “like a thief in the night” means it will happen when the world does not expect, “heavens will pass away” means the sky will vanish as a scroll that is being rolled up, which is mentioned in Revelation 6:14 and Isaiah 34:4.)

_❝He causes all, both small and great, both rich and poor, both free and slave, to receive a mark on their right hand or on their forehead, so that no one may buy or sell, except he who has the mark or the name of the beast or the number of his name.❞ Revelation 13:16‭-17 MEV_
(OBS: In the last days, no one will be able to buy or sell without a mark from the government/beast of the antichrist, which will take place during the great tribulation, which is at the door.)

_❝The fourth angel poured out his bowl on the sun, and power was given to him to scorch men with fire.❞ Revelation 16:8 MEV_
_❝They shall neither hunger any more, nor shall they thirst any more; the sun shall not strike them, nor any scorching heat❞ Revelation 7:16 MEV_
(OBS: In the last days it will get hotter and hotter, but those who are redeemned and saved by the Lord will be delivered from this plague. The hot climate is an inevitable plague from God to judge the world, one of many, and it is not caused by mankind's pollution as satan wants everyone to believe.)

_❝And I will give power to my two witnesses, and they will prophesy for one thousand two hundred and sixty days, clothed in sackcloth.❞ Revelation 11:3 MEV_
_❝When they have finished their testimony, the beast that ascends from the bottomless pit will wage war against them and overcome them and kill them.❞ Revelation 11:7 MEV_
_❝Those from every people and tribe and tongue and nation will see their dead bodies for three and a half days, and will not allow their dead bodies to be put in graves.❞ Revelation 11:9 MEV_
(OBS: People all over the world will be able to see, this could only happen in the age of technology.)

_❝But you, Daniel, shut up the words and seal the book until the time of the end. Many shall run to and fro, and knowledge shall increase.❞ Daniel 12:4 MEV_
(OBS: In the last days, many people travel to many places and knowledge is increased.)

*_❝For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish, but have eternal life.❞_*_ John 3:16 MEV_

Behold, the LORD of lords is coming soon! Repent now of all your sins — turn from all sins — and abide in the only Savior and LORD Jesus the Christ (Yeshua, the Messiah) with all your heart: He who died on a cross for the sins of the world, rose from the dead on the third day, and by His blood, if you repent and believe, you will have full redemption of sins, and you will be saved from damnation and receive eternal life. Call on the Name of the LORD, because the kingdom of heaven is at hand!",Jonathan Torres 🕎✝️,UC3w3gL9Olfp38TmqyXxBAdQ,2022-09-16T01:26:57Z,a he sat on the mount of olive the disciple came to him privately saying tell u when will these thing be and what will be the sign of your coming and of the end of the age jesus answered them take heed that no one deceives you for many will come in my name saying am the christ and will deceive many you will hear of war and rumor of war see that you are not troubled for all these thing must happen but the end is not yet for nation will rise against nation and kingdom against kingdom there will be famine epidemic and earthquake in various place all these are the beginning of sorrow then they will hand you over to be persecuted and will kill you and you will be hated by all nation for my name sake then many will fall away and betray one another and hate one another and many false prophet will rise and will deceive many because iniquity will abound the love of many will grow cold but he who endures to the end shall be saved and this gospel of the kingdom will be preached throughout the world a testimony to all nation and then the end will come matthew 24 14 mev ob in the age of technology the good news of the kingdom can reach the whole world there will be sign in the sun and the moon and the star and on the earth distress of nation with perplexity the sea and the wave roaring men fainting from fear and expectation of what is coming on the inhabited earth for the power of heaven will be shaken luke 21 25 26 mev ob in the age of technology men know what is happening on the inhabited earth no longer are they limited by local information immediately after the tribulation of those day the sun will be darkened the moon will not give it light the star will fall from heaven and the power of the heaven will be shaken then the sign of the son of man will appear in heaven and then all the tribe of the earth will mourn and they will see the son of man coming on the cloud of heaven with power and great glory and he will send his angel with great sound of trumpet and they shall gather his elect from the four wind from one end of the heaven to the other matthew 24 29 31 mev ob this is the sixth seal of the book of revelation pay much attention here because the sign of the sixth seal match the sign of matthew 24 29 30 the sixth seal is when the rapture happens before the great tribulation before the seven trumpet and it is confirmed by revelation 12 when these thing begin to happen look up and lift up your head for your redemption is drawing near luke 21 28 mev because you have kept my word of patience also will keep you from the hour of temptation which shall come upon the entire world to test those who dwell on the earth revelation 10 mev ob rapture before the time of temptation which will be the government of the antichrist during the great tribulation for a in the day before the flood they were eating and drinking marrying and giving in marriage until the day noah entered the ark and did not know until the flood came and took them all away so will be the coming of the son of man matthew 24 38 39 mev ob people will not be eating and drinking and marrying during the great tribulation therefore rapture will happen before the great tribulation when people are still distracted when they say peace and safety then sudden destruction will come upon them a labor upon woman with child and they shall not escape thessalonian mev ob peace and safety ha to do with the middle east when the antichrist make false peace sudden destruction will happen and rapture will be around the corner birth pain are prophetically associated with rapture read revelation 12 for the mystery of lawlessness is already working only he who is now restraining him will do so until he is taken out of the way then the lawless one will be revealed whom the lord will consume with the breath of his mouth and destroy with the brightness of his presence thessalonian mev ob who is restraining the antichrist from revealing himself who is stopping the antichrist from rising the adopted son of god the holy spirit in them to be precise when the elect are raptured the antichrist will be free to take over rapture will trigger the great tribulation and the government of the antichrist two will be in the field one will be taken and the other left two woman will be grinding at the mill one will be taken and the other left matthew 24 40 41 mev ob rapture know this first that there shall come scoffer in the last day who walk after their own lust and say where is the promise of his coming for since the father fell asleep all thing have continued a they were since the beginning of the creation peter mev ob apostasy of the last day when more and more men are denying god and going after their own sinful desire but the day of the lord will come like thief in the night in which the heaven will pas away with loud noise and the element will be destroyed with intense heat the earth also and the work that are in it will be burned up peter 10 mev ob the destruction that will happen near the rapture just a the day of sodom and gomorrah the righteous is rescued and the judgement are poured upon the wicked and like thief in the night mean it will happen when the world doe not expect heaven will pas away mean the sky will vanish a scroll that is being rolled up which is mentioned in revelation 14 and isaiah 34 he cause all both small and great both rich and poor both free and slave to receive mark on their right hand or on their forehead so that no one may buy or sell except he who ha the mark or the name of the beast or the number of his name revelation 13 16 17 mev ob in the last day no one will be able to buy or sell without mark from the government beast of the antichrist which will take place during the great tribulation which is at the door the fourth angel poured out his bowl on the sun and power wa given to him to scorch men with fire revelation 16 mev they shall neither hunger any more nor shall they thirst any more the sun shall not strike them nor any scorching heat revelation 16 mev ob in the last day it will get hotter and hotter but those who are redeemned and saved by the lord will be delivered from this plague the hot climate is an inevitable plague from god to judge the world one of many and it is not caused by mankind pollution a satan want everyone to believe and will give power to my two witness and they will prophesy for one thousand two hundred and sixty day clothed in sackcloth revelation 11 mev when they have finished their testimony the beast that ascends from the bottomless pit will wage war against them and overcome them and kill them revelation 11 mev those from every people and tribe and tongue and nation will see their dead body for three and half day and will not allow their dead body to be put in graf revelation 11 mev ob people all over the world will be able to see this could only happen in the age of technology but you daniel shut up the word and seal the book until the time of the end many shall run to and fro and knowledge shall increase daniel 12 mev ob in the last day many people travel to many place and knowledge is increased for god so loved the world that he gave his only begotten son that whoever belief in him should not perish but have eternal life john 16 mev behold the lord of lord is coming soon repent now of all your sin turn from all sin and abide in the only savior and lord jesus the christ yeshua the messiah with all your heart he who died on cross for the sin of the world rose from the dead on the third day and by his blood if you repent and believe you will have full redemption of sin and you will be saved from damnation and receive eternal life call on the name of the lord because the kingdom of heaven is at hand 
L_y8QEX5uTg,Why they didn&#39;t invite me? 😭,Why they didn't invite me? 😭,Zz elensky,UCxnwR3BNjXbp_A0oXbBFJGA,2022-09-15T18:42:03Z,why they didn invite me 
L_y8QEX5uTg,All of them want to run things gangster,All of them want to run things gangster,Cheryl Estrada,UCKZiF3NQ-xi6usHgTrtZRYg,2022-09-16T00:08:26Z,all of them want to run thing gangster 
L_y8QEX5uTg,Dictator&#39;s club....,Dictator's club....,kick Ass,UCtd3wRenfaDiQ3U5zyBkcFg,2022-09-16T00:47:06Z,dictator club 
L_y8QEX5uTg,Water secrets on level.,Water secrets on level.,Harold Albert,UCrthNYDhzzgfglQwNwvdgpw,2022-09-16T02:00:26Z,water secret on level 
L_y8QEX5uTg,The only thing I hate is principle diplomate,The only thing I hate is principle diplomate,C M Champak,UChrfT1pYYn0R8n3sVeKmywA,2022-09-16T03:28:47Z,the only thing hate is principle diplomate 
L_y8QEX5uTg,"This meeting will be nothing but some vocal excercises with some vocabulary of leaders (so called) who have proved their capabilities in last three years and pulled the world into multidimensional crises. If they had such effective policy to bring about peaceful and smooth livelihood of global people, they must have tried for that. What have they done is now well-known to people through sufferings.","This meeting will be nothing but some vocal excercises with some vocabulary of leaders (so called) who have proved their capabilities in last three years and pulled the world into multidimensional crises. If they had such effective policy to bring about peaceful and smooth livelihood of global people, they must have tried for that. What have they done is now well-known to people through sufferings.",RIGHT DIRECTION,UC5wlfkijOCmUObfnVXKxdIg,2022-09-15T18:16:30Z,this meeting will be nothing but some vocal excercises with some vocabulary of leader so called who have proved their capability in last three year and pulled the world into multidimensional crisis if they had such effective policy to bring about peaceful and smooth livelihood of global people they must have tried for that what have they done is now well known to people through suffering 
L_y8QEX5uTg,"Psalm 139:7- Where can I go from Your Spirit?  Or where can I flee from Your presence?<br><br>Jeremiah’s <a href=""https://www.youtube.com/watch?v=L_y8QEX5uTg&amp;t=23m24s"">23:24</a>- “Can a man hide himself in hiding places So I do not see him?” declares the Lord. . . . <br><br>Psalm 44:21- Would not God find this out?  For He knows the secrets of the heart.<br><br>Job <a href=""https://www.youtube.com/watch?v=L_y8QEX5uTg&amp;t=22m13s"">22:13</a>- “You say, ‘What does God know?  Can He judge through the thick darkness?<br><br>Isaiah 29:15- Woe to those who deeply hide their plans from the Lord, And whose deeds are done in a dark place, And they say, “Who sees us?” or “Who knows us?”<br><br>Psalm 69:5- O God, it is You who knows my folly, And my wrongs are not hidden from You.","Psalm 139:7- Where can I go from Your Spirit?  Or where can I flee from Your presence?

Jeremiah’s 23:24- “Can a man hide himself in hiding places So I do not see him?” declares the Lord. . . . 

Psalm 44:21- Would not God find this out?  For He knows the secrets of the heart.

Job 22:13- “You say, ‘What does God know?  Can He judge through the thick darkness?

Isaiah 29:15- Woe to those who deeply hide their plans from the Lord, And whose deeds are done in a dark place, And they say, “Who sees us?” or “Who knows us?”

Psalm 69:5- O God, it is You who knows my folly, And my wrongs are not hidden from You.",God’s Spiritual Poet,UCaSNePe1l2zS-_eXl3eHWlw,2022-09-16T00:47:59Z,psalm 139 where can go from your spirit or where can flee from your presence jeremiah 23 24 can man hide himself in hiding place so do not see him declares the lord psalm 44 21 would not god find this out for he know the secret of the heart job 22 13 you say what doe god know can he judge through the thick darkness isaiah 29 15 woe to those who deeply hide their plan from the lord and whose deed are done in dark place and they say who see u or who know u psalm 69 god it is you who know my folly and my wrong are not hidden from you 
L_y8QEX5uTg,Hi there what up,Hi there what up,Musa Musa,UCuZVZRZ7iyInxT3iV-KjYuQ,2022-09-15T18:38:08Z,hi there what up 
L_y8QEX5uTg,Thank You Heavenly Father for this Holy gift too Humanity!,Thank You Heavenly Father for this Holy gift too Humanity!,Houston and Roseline,UC9BWdZoCiiQ0IiU_18pzwpA,2022-09-15T22:38:44Z,thank you heavenly father for this holy gift too humanity 
L_y8QEX5uTg,I see decline in power of dollars.,I see decline in power of dollars.,Bat Dash,UCNBuAZ6dS8PBDpijf6t2chw,2022-09-15T20:33:45Z,see decline in power of dollar 
L_y8QEX5uTg,"This summit is the greatest of all, it is for the benefit of all the people of the east. Sco and brics is the only hope of the east to prosper. ✌🏻✌🏻🤝🤝👍👍👍👍","This summit is the greatest of all, it is for the benefit of all the people of the east. Sco and brics is the only hope of the east to prosper. ✌🏻✌🏻🤝🤝👍👍👍👍",Catherine Joy Villena,UC3baXZ5fmOQCO971sLM0nEQ,2022-09-15T22:11:06Z,this summit is the greatest of all it is for the benefit of all the people of the east sco and brics is the only hope of the east to prosper 
L_y8QEX5uTg,Let the trolls keep coming.  😆,Let the trolls keep coming.  😆,Boon whaz-up,UClrWSjf6YNbqA5An9ytEwkA,2022-09-15T19:09:17Z,let the troll keep coming 
L_y8QEX5uTg,Me and you have the same enemies,Me and you have the same enemies,Cheryl Estrada,UCKZiF3NQ-xi6usHgTrtZRYg,2022-09-16T00:09:15Z,me and you have the same enemy 
L_y8QEX5uTg,To all naysayers….. great results will be achieved after this meeting! Mark my words.,To all naysayers….. great results will be achieved after this meeting! Mark my words.,Kat Kat,UCAY3Ouvc8eLaxvG9i7UeZNw,2022-09-15T19:12:14Z,to all naysayer great result will be achieved after this meeting mark my word 
L_y8QEX5uTg,A meeting among the evil entities of the world,A meeting among the evil entities of the world,Sab,UCr1CTAg3pPOoqEPdih4a3rg,2022-09-16T01:22:54Z,meeting among the evil entity of the world 
L_y8QEX5uTg,who&#39;s the US to  tell countries not to do business with Russia,who's the US to  tell countries not to do business with Russia,Man On Fire🔥,UCrt6KYSpSnw5huedm2FPDRQ,2022-09-15T22:37:44Z,who the u to tell country not to do business with russia 
L_y8QEX5uTg,Time for 🇺🇸U.S.A investors to pull out of India be for Russia becomes an advisor to India. And all assets are lost. Can&#39;t say you weren&#39;t warned by by India Can&#39;t take the chance or afford the losses.,Time for 🇺🇸U.S.A investors to pull out of India be for Russia becomes an advisor to India. And all assets are lost. Can't say you weren't warned by by India Can't take the chance or afford the losses.,Daniel Griffin,UCmgEOxyibZhXIkokMciWYCg,2022-09-15T20:21:57Z,time for investor to pull out of india be for russia becomes an advisor to india and all asset are lost can say you weren warned by by india can take the chance or afford the loss 
L_y8QEX5uTg,So we could be friends,So we could be friends,Cheryl Estrada,UCKZiF3NQ-xi6usHgTrtZRYg,2022-09-16T00:09:40Z,so we could be friend 
L_y8QEX5uTg,U.S.S.R  summit,U.S.S.R  summit,Christopher Siber,UCZaRHo1CTmaeOd_SLKllzRw,2022-09-16T01:44:41Z,summit 
L_y8QEX5uTg,Two criminals asking another crim to join the gang..what could go wrong...,Two criminals asking another crim to join the gang..what could go wrong...,john lowe,UCaVGdKNMj_XS3st0nDT_AAQ,2022-09-16T03:32:43Z,two criminal asking another crim to join the gang what could go wrong 
L_y8QEX5uTg,America was watch themselves.,America was watch themselves.,Khalid Mohammed,UCz9oopht5GilM8rbl51WLLw,2022-09-15T23:17:47Z,america wa watch themselves 
L_y8QEX5uTg,Russia is desperate <br><br>CCp is worried<br><br>India is playing<br><br>Pakistan is like you can&#39;t doing anything to me for supporting Ukraine <br><br>The rest is like... nah.. we will not help.,"Russia is desperate 

CCp is worried

India is playing

Pakistan is like you can't doing anything to me for supporting Ukraine 

The rest is like... nah.. we will not help.",Powered by NATO,UCMXg0fDI-W0ZLlRffHktUmA,2022-09-15T18:33:18Z,russia is desperate ccp is worried india is playing pakistan is like you can doing anything to me for supporting ukraine the rest is like nah we will not help 
L_y8QEX5uTg,Ping is by far the tallest chini<br>And Putin by far the shortest Ruski<br>If all stereotypes are adhered to <br><br>BlessUp INDIA 🇮🇳 and Wion StaySafe 🦅🏆😎,"Ping is by far the tallest chini
And Putin by far the shortest Ruski
If all stereotypes are adhered to 

BlessUp INDIA 🇮🇳 and Wion StaySafe 🦅🏆😎",J2B aka ChampionBWOY BotDestroyer🏆,UCuSfc9o1XaIWR2U2T9dl8yw,2022-09-15T17:46:33Z,ping is by far the tallest chini and putin by far the shortest ruski if all stereotype are adhered to blessup india and wion staysafe 
L_y8QEX5uTg,America having no more leverage. America time is up. No more black gold supporters for dollars day over,America having no more leverage. America time is up. No more black gold supporters for dollars day over,Khalid Mohammed,UCz9oopht5GilM8rbl51WLLw,2022-09-15T23:19:32Z,america having no more leverage america time is up no more black gold supporter for dollar day over 
z-mdybN7Fqw,I want to thankPalki for telling us such awful devastating news.. on warring nations .😦😞😢,I want to thankPalki for telling us such awful devastating news.. on warring nations .😦😞😢,maggie bugden,UC62AGmO88Kj_d0Y0VygeBXw,2022-09-14T14:21:37Z,want to thankpalki for telling u such awful devastating news on warring nation 
z-mdybN7Fqw,The Republic of India trades with Countries across the Globe. We have been doing that for the past 6000 plus years. The Grand Trunk road which was created more than 3000 years ago was done for Trade. The same with the Silk Road.,The Republic of India trades with Countries across the Globe. We have been doing that for the past 6000 plus years. The Grand Trunk road which was created more than 3000 years ago was done for Trade. The same with the Silk Road.,Pakistan lost it's tiny lullah in 1971.,UCMGO1qE31gYcZyvzZ0NOnqw,2022-09-14T14:39:24Z,the republic of india trade with country across the globe we have been doing that for the past 600 plus year the grand trunk road which wa created more than 300 year ago wa done for trade the same with the silk road 
z-mdybN7Fqw,Finally a wise move RIC coalition ❤️,Finally a wise move RIC coalition ❤️,Antony Gerald Rufus,UCz6oFA2u3vxWMjF5GhKHCkQ,2022-09-14T14:16:58Z,finally wise move ric coalition 
z-mdybN7Fqw,"Good luck to SCO group and incoming new members , ha ha ha this is the new world that whole of world want , wishes for ugently East is new future Africa wants to be part seriously it is new discussions in the continent in privates and public&#39;s period.","Good luck to SCO group and incoming new members , ha ha ha this is the new world that whole of world want , wishes for ugently East is new future Africa wants to be part seriously it is new discussions in the continent in privates and public's period.",Bello Hadiza,UCUNzsLnxR8pm0gPcr_6rv5Q,2022-09-14T16:24:57Z,good luck to sco group and incoming new member ha ha ha this is the new world that whole of world want wish for ugently east is new future africa want to be part seriously it is new discussion in the continent in private and public period 
z-mdybN7Fqw,"The war in Ukraine was just a front. All other nations are forming massive economic coalitions 👍🇧🇷🇷🇺🇮🇳🇨🇳🇿🇦 BRICS, ASEAN and SCO 👍Good stuff and great reporting 👍","The war in Ukraine was just a front. All other nations are forming massive economic coalitions 👍🇧🇷🇷🇺🇮🇳🇨🇳🇿🇦 BRICS, ASEAN and SCO 👍Good stuff and great reporting 👍",Los Pollos Hermanos Family,UC8lR4JupTV1-eEtoDtNnAdg,2022-09-14T14:31:35Z,the war in ukraine wa just front all other nation are forming massive economic coalition brics asean and sco good stuff and great reporting 
z-mdybN7Fqw,"<a href=""https://www.youtube.com/watch?v=z-mdybN7Fqw&amp;t=1m48s"">1:48</a> it should be &#39;to space&#39; not &#39;to the space&#39;",1:48 it should be 'to space' not 'to the space',Military and Emergency Services C h u r c h,UCpw8MrQHd9jGlLBl7_sUKtQ,2022-09-15T00:15:03Z,48 it should be to space not to the space 
